Security;MSFT US Equity;ORCL US Equity;AAPL US Equity;CRM US Equity;V US Equity;PYPL US Equity;MA US Equity;INTC US Equity;CSCO US Equity;NVDA US Equity;ADBE US Equity
Field;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST
Date;;;;;;;;;;;
2019-11-25;150.8181;56.3094;265.739;161.71;180.7083;104.45;287.227;58.5218;45.1183;220.9148;305.28
2019-11-26;151.6159;56.2596;263.664;162.54;182.286;106.2;288.994;58.6114;44.9793;216.7104;307.9
2019-11-27;151.9051;56.3591;267.206;161.51;184.1034;107.75;291.311;58.2233;44.9098;218.1095;309.06
2019-11-29;150.9677;55.8912;266.617;162.89;184.2432;108.01;291.841;57.7655;44.9793;216.6104;309.53
2019-12-02;149.1426;55.1844;263.535;161.0;181.5271;106.21;286.088;57.3774;44.3738;209.1249;302.75
2019-12-03;148.9033;54.3481;258.836;161.57;181.6369;105.59;286.707;55.7952;43.9569;207.5359;303.91
2019-12-04;149.4418;54.1689;261.12;156.43;180.3388;105.0;286.458;55.7455;43.5697;209.2948;302.51
2019-12-05;149.5216;54.4377;264.951;158.22;181.627;104.59;289.464;55.8052;43.2024;208.6152;303.03
2019-12-06;151.3366;54.587;270.069;158.01;181.9065;104.34;290.013;56.5316;43.5201;212.0432;306.23
2019-12-09;150.9477;55.0649;266.288;157.48;182.6555;103.78;288.675;56.253;43.5796;212.0432;307.05
2019-12-10;150.7183;55.5726;267.844;156.4;181.9964;103.62;288.225;56.3127;43.7782;213.8521;304.17
2019-12-11;151.2868;56.0605;270.129;156.39;181.7468;105.51;289.664;56.7903;43.9569;217.2101;303.74
2019-12-12;152.8226;56.2198;270.817;158.59;182.3759;105.67;291.821;57.268;45.3367;223.9361;305.96
2019-12-13;154.1091;54.2684;274.499;161.13;184.8723;107.65;295.695;57.5068;44.9694;223.8561;317.94
2019-12-16;155.1064;53.7508;279.197;161.96;185.9707;109.57;296.564;57.4172;45.6444;225.0154;323.8
2019-12-17;154.2686;52.6059;279.746;161.63;185.2517;108.46;295.606;57.0192;46.1011;228.1535;322.85
2019-12-18;153.9495;53.1534;279.078;161.48;184.6326;107.83;294.347;56.8898;46.2996;229.3728;324.38
2019-12-19;155.2859;53.0041;279.357;163.33;186.2702;108.88;297.134;57.676;47.5306;235.3192;327.63
2019-12-20;156.9812;53.3625;278.778;164.55;187.7281;108.75;298.172;58.6611;47.1037;239.2269;327.61
2019-12-23;156.9812;53.472;283.328;163.74;186.8094;108.61;296.874;58.9397;47.749;238.6772;328.95
2019-12-24;156.9513;53.2032;283.597;163.25;187.2987;108.69;297.084;59.1189;47.4313;238.4774;329.64
2019-12-26;158.2378;53.3326;289.224;164.51;188.8864;109.75;298.801;59.5269;47.5008;239.047;331.2
2019-12-27;158.527;53.2231;289.114;164.98;189.1161;109.4;300.339;59.7856;47.4214;236.7284;330.79
2019-12-30;157.1607;52.4665;290.83;162.44;187.5584;107.97;297.323;59.3278;47.2427;232.1811;328.34
2019-12-31;157.2704;52.7452;292.955;162.64;187.6283;108.17;298.192;59.5567;47.61;235.1593;329.81
2020-01-02;160.1825;53.7109;299.639;166.99;190.8436;110.75;302.986;60.5419;48.42;239.7666;334.43
2020-01-03;158.1879;53.5218;296.726;166.17;189.3258;108.76;300.03;59.8055;47.63;235.9289;331.81
2020-01-06;158.5968;53.8005;299.09;173.45;188.9164;110.17;300.829;59.6363;47.8;236.9183;333.71
2020-01-07;157.1508;53.92;297.684;176.0;188.4171;109.67;299.81;58.6412;47.49;239.7866;333.39
2020-01-08;159.6539;54.13;302.472;177.33;191.6424;111.82;305.1;58.681;47.52;240.2363;337.87
2020-01-09;161.6485;54.38;308.897;179.6;192.9705;112.57;309.1;59.0094;47.32;242.8747;340.45
2020-01-10;160.9005;54.45;309.595;180.2;193.4898;112.93;311.17;58.6512;47.13;244.1739;339.81
2020-01-13;162.8352;54.58;316.21;183.85;195.0475;115.28;315.21;59.298;47.97;251.8294;345.63
2020-01-14;161.6884;54.88;311.94;182.12;195.7665;114.64;310.64;59.1388;47.79;247.1322;344.63
2020-01-15;162.7355;54.76;310.603;181.06;199.511;114.85;314.25;58.6512;48.01;245.4232;342.94
2020-01-16;165.7174;55.43;314.494;182.69;200.6594;115.4;320.3;59.3676;49.05;248.7812;345.38
2020-01-17;166.6448;55.13;317.975;182.23;204.404;116.04;323.66;59.3079;49.02;249.131;349.74
2020-01-21;166.0465;55.22;315.82;185.27;206.9902;116.15;321.93;60.2533;48.8;247.7918;350.0
2020-01-22;165.2486;54.72;316.948;182.75;207.5993;115.5;324.31;62.4226;49.06;249.9005;350.06
2020-01-23;166.2659;54.98;318.474;183.98;206.2213;117.89;324.98;63.0097;49.0;252.7088;351.76
2020-01-24;164.5904;54.07;317.556;182.11;204.7035;116.98;323.67;68.1345;48.85;250.3303;351.37
2020-01-27;161.838;52.69;308.218;180.71;201.3983;115.24;315.77;65.3681;47.47;240.0564;346.9
2020-01-28;165.0093;53.46;316.938;182.85;202.5566;116.52;320.27;66.9801;47.77;247.8218;354.63
2020-01-29;167.5823;53.2;323.572;181.77;204.5637;116.66;320.32;66.0049;47.05;245.3932;351.66
2020-01-30;172.3094;53.31;323.103;185.67;207.9089;117.12;324.46;66.1443;47.24;245.6631;356.74
2020-01-31;169.7663;52.45;308.777;182.31;198.6822;113.89;315.94;63.6167;45.97;236.2887;351.14
2020-02-03;173.905;53.09;307.929;185.42;200.5196;116.51;324.52;64.1043;46.53;240.1863;358.0
2020-02-04;179.6294;54.04;318.095;188.34;203.2656;120.08;329.12;65.1392;47.62;246.9823;366.74
2020-02-05;179.41;54.74;320.689;185.49;202.5167;119.72;328.32;67.01;48.45;250.6101;365.55
2020-02-06;183.1298;54.71;324.44;186.73;202.7464;119.89;329.3;67.09;48.69;254.093;367.46
2020-02-07;183.3891;54.72;320.03;185.72;202.4468;118.88;327.0;66.02;47.97;251.4396;366.09
2020-02-10;188.186;54.99;321.55;189.12;205.6921;120.06;330.28;66.39;48.87;262.8128;370.0
2020-02-11;183.9376;55.15;319.61;189.11;203.6451;118.84;330.92;67.41;49.13;267.7299;369.28
2020-02-12;184.2069;55.73;327.2;189.46;207.14;118.56;334.16;67.46;49.93;272.3771;374.29
2020-02-13;183.2096;55.31;324.87;188.64;207.4;120.51;335.84;67.44;47.32;270.6181;374.84
2020-02-14;184.8451;55.47;324.95;189.95;210.29;122.99;340.95;67.27;46.97;289.6168;379.67
2020-02-18;186.72;55.45;319.0;191.09;211.2;122.27;341.24;66.14;46.59;296.3927;378.85
2020-02-19;187.28;55.44;323.62;192.87;213.31;123.91;344.56;67.11;46.29;314.5119;383.28
2020-02-20;184.42;55.51;320.3;193.36;211.45;122.43;344.45;65.45;46.85;308.5155;378.96
2020-02-21;178.59;54.68;313.05;189.5;208.81;119.49;339.7;64.34;46.295;293.8942;372.95
2020-02-24;170.89;52.65;298.18;185.94;198.79;116.44;324.67;61.76;44.0;273.1166;357.41
2020-02-25;168.07;50.96;288.08;181.27;188.4;109.66;302.89;59.73;42.74;261.8933;347.8
2020-02-26;170.17;52.05;292.65;178.87;187.21;109.11;298.04;59.65;42.16;267.49;351.34
2020-02-27;158.18;50.78;273.52;172.15;180.01;107.84;285.82;55.83;40.04;252.6;337.52
2020-02-28;162.01;49.46;273.36;170.4;181.76;107.99;290.25;55.52;39.93;270.07;345.12
2020-03-02;172.79;50.9;298.81;176.76;192.33;112.86;306.74;58.18;41.17;276.43;360.28
2020-03-03;164.51;48.85;289.32;169.37;185.73;109.76;292.0;55.97;40.04;265.89;348.34
2020-03-04;170.55;50.54;302.74;175.69;194.29;115.3;302.36;58.68;41.39;284.51;363.85
2020-03-05;166.27;48.0;292.92;169.6;186.96;112.18;290.73;56.96;39.57;273.29;351.03
2020-03-06;161.57;47.37;289.03;164.08;184.36;110.89;287.01;55.77;39.68;266.04;336.77
2020-03-09;150.62;46.01;266.17;151.21;171.13;101.63;262.01;50.85;37.96;245.44;305.79
2020-03-10;160.92;48.58;285.34;161.34;182.6;109.74;280.57;53.98;40.08;261.08;332.38
2020-03-11;153.63;44.72;275.43;154.57;172.95;103.9;269.76;51.66;37.05;246.47;315.23
2020-03-12;139.06;39.8;248.23;140.59;160.08;96.96;241.5;45.54;33.2;216.31;285.0
2020-03-13;158.83;47.93;277.97;147.78;175.83;110.15;270.01;54.43;37.64;240.84;335.5
2020-03-16;135.42;42.72;242.21;124.3;152.01;92.72;235.65;44.61;33.71;196.4;286.03
2020-03-17;146.57;46.86;252.86;135.42;157.89;97.87;237.88;50.08;35.5;217.27;311.81
2020-03-18;140.4;47.27;246.67;132.24;148.48;91.46;227.93;47.61;37.12;202.82;294.61
2020-03-19;142.71;45.07;244.78;139.46;152.25;93.69;227.15;45.94;37.71;212.97;307.51
2020-03-20;137.35;45.65;229.24;139.35;146.83;86.68;211.42;45.83;35.6;205.75;295.34
2020-03-23;135.98;44.19;224.37;140.52;135.74;85.26;203.3;49.58;34.6;212.69;307.27
2020-03-24;148.34;47.84;246.88;153.64;154.53;97.29;237.07;52.4;38.6;249.18;310.0
2020-03-25;146.92;45.94;245.52;147.06;161.78;95.71;256.48;51.26;37.67;245.62;305.91
2020-03-26;156.11;50.48;258.44;154.73;168.88;100.63;263.18;55.54;40.58;257.24;322.67
2020-03-27;149.7;49.83;247.74;146.0;161.56;93.48;247.65;52.37;38.82;252.73;305.83
2020-03-30;160.23;50.36;254.81;149.85;165.57;97.03;253.25;55.49;40.32;265.59;318.39
2020-03-31;157.71;48.33;254.29;143.98;161.12;95.74;241.56;54.12;39.31;263.6;318.24
